,weapon_type,officer_id,officer_race,subject_perceived_race,initial_call_type,final_call_type,call_type,precinct,sector,beat,incident_year,incident_month,officer_age,12am_6am,7am_12pm,1pm_6pm,7pm_11pm,officer_gender__M,subject_perceived_gender__M,subject_perceived_gender__Unable to Determine,arrest_flag__Y,frisk_flag__Y,dif_race__Y,dif_gender__Y,repeat_offenders__Y,subject_age_group__1_17,subject_age_group__26_35,subject_age_group__36_45,subject_age_group__46_55,subject_age_group__56_up,subject_age_group__Unknown,field_contact__y,offense_report__y
121,3,186,7,7,47,44,0,0,7,19,0,4,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
122,3,186,7,7,47,44,0,0,7,19,0,4,24,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
123,3,615,7,5,137,98,0,0,3,9,0,4,3,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0
124,3,414,7,5,48,44,0,0,3,11,0,4,25,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1
126,3,11,7,5,135,93,2,0,7,19,0,5,35,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
127,3,651,7,7,136,90,2,0,7,21,0,5,11,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
128,3,457,7,5,136,83,2,0,7,21,0,5,31,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1
129,3,285,7,5,128,115,2,2,29,85,0,5,24,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1
130,3,285,7,5,128,115,2,2,29,85,0,5,24,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1
131,3,247,1,5,127,99,0,1,17,49,0,5,24,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
132,3,247,1,5,127,99,0,1,17,49,0,5,24,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
133,3,582,7,1,47,44,0,2,29,89,0,5,4,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
134,3,258,2,5,90,70,2,6,19,59,0,5,18,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
136,3,348,7,5,84,106,0,4,9,27,0,5,19,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
137,3,348,7,5,84,106,0,4,9,27,0,5,19,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
138,3,348,7,5,84,106,0,4,9,27,0,5,19,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
139,3,101,7,5,17,44,0,2,23,71,0,5,24,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1
140,3,101,7,7,17,44,0,2,23,71,0,5,24,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
141,3,548,7,7,17,47,0,1,1,5,0,5,24,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
142,3,548,7,7,17,47,0,1,1,5,0,5,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
143,3,457,7,5,147,83,3,0,7,21,0,5,31,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
144,3,376,7,7,135,94,2,1,21,65,0,5,9,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
145,3,376,7,7,135,94,2,1,21,65,0,5,9,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
146,3,57,1,1,17,14,0,1,17,53,0,5,27,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
151,3,651,7,5,58,42,0,0,11,35,0,6,11,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1
152,3,651,7,5,58,42,0,0,11,35,0,6,11,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1
153,3,421,7,7,135,94,0,1,1,5,0,6,9,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
154,3,247,1,7,137,96,0,1,17,49,0,6,24,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
155,1,560,7,1,162,115,0,2,29,85,0,6,15,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0
156,1,560,7,1,162,115,0,2,29,85,0,6,15,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1
157,1,560,7,1,162,115,0,2,29,85,0,6,15,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1
158,1,560,7,1,162,115,0,2,29,85,0,6,15,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1
159,1,560,7,1,162,115,0,2,29,85,0,6,15,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1
162,3,324,7,7,48,93,0,1,17,49,0,6,18,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
163,3,290,7,5,127,99,0,5,32,96,0,6,21,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0
164,3,262,7,0,47,61,3,6,25,77,0,6,21,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0
165,3,567,7,5,27,24,2,2,29,87,0,6,7,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
168,3,324,7,7,108,42,0,1,31,93,0,6,18,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
169,3,377,2,1,135,93,2,6,19,59,0,6,31,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
170,3,324,7,7,55,44,0,1,21,65,0,6,18,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
171,3,324,7,7,55,44,0,1,21,65,0,6,18,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
172,3,488,2,5,136,113,2,2,27,79,0,6,28,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
173,3,488,2,5,136,113,2,2,27,79,0,6,28,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1
174,3,488,2,5,136,113,2,2,27,79,0,6,28,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1
176,3,646,7,5,135,93,2,2,27,79,0,7,8,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
177,3,646,7,5,135,93,2,2,27,79,0,7,8,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0
178,3,453,2,4,35,93,0,5,32,96,0,7,13,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0
179,1,442,1,5,146,105,2,5,32,96,0,7,10,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0
180,2,391,2,7,17,116,0,2,27,83,0,7,14,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0
181,2,652,6,5,162,12,0,1,21,63,0,10,13,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0
182,3,1,7,3,95,165,2,1,13,41,0,7,46,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1
184,3,652,6,7,48,44,2,1,21,65,0,10,13,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1
185,3,623,3,7,69,114,0,2,23,69,0,7,5,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
187,3,652,6,5,47,44,0,1,13,41,0,10,13,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1
189,3,430,1,5,135,114,0,2,27,81,0,7,10,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
190,3,646,7,5,48,83,3,0,7,23,0,7,8,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1
191,3,238,7,5,157,114,2,2,29,87,0,7,19,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
192,3,646,7,5,123,88,0,0,7,21,0,7,8,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
193,3,473,5,5,135,95,2,1,17,53,0,7,7,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
194,3,565,7,5,136,93,2,6,15,45,0,7,9,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0
195,3,565,7,5,136,93,2,6,15,45,0,7,9,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0
196,3,585,7,3,36,92,3,1,31,93,0,8,11,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1
197,3,585,7,1,36,92,3,1,31,93,0,8,11,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1
198,3,585,7,2,36,92,3,1,31,93,0,8,11,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1
199,3,646,7,7,136,114,2,0,7,21,0,7,8,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
200,3,646,7,5,136,114,2,0,7,21,0,7,8,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1
201,3,646,7,5,136,114,2,0,7,21,0,7,8,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
202,3,620,0,0,123,87,3,6,14,46,0,7,10,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
203,3,633,7,5,47,42,0,6,15,43,0,7,23,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1
204,3,280,5,5,128,115,2,0,7,21,0,8,26,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
205,3,280,5,1,128,115,2,0,7,21,0,8,26,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1
206,3,160,7,5,123,87,0,0,7,21,0,8,26,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0
207,3,160,7,5,123,87,0,0,7,21,0,8,26,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1
209,1,473,5,1,129,47,3,1,17,53,0,8,7,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0
210,3,646,7,5,116,34,0,0,3,7,0,8,8,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
212,3,646,7,5,136,105,2,0,7,23,0,8,8,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
213,3,76,7,5,135,94,0,5,32,96,0,8,26,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0
214,3,408,0,5,6,0,1,2,29,85,0,8,12,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0
215,3,57,1,5,146,105,2,5,32,96,0,8,27,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0
216,3,652,6,5,17,38,0,1,21,65,0,10,13,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1
217,3,399,7,5,38,87,0,4,34,98,0,8,20,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0
219,3,457,7,5,136,83,2,0,7,21,0,8,31,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1
220,3,186,7,5,147,83,2,0,7,23,0,8,24,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1
221,3,186,7,5,147,83,2,0,7,23,0,8,24,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1
222,3,681,7,5,128,115,2,5,32,96,0,8,10,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1
223,3,681,7,5,128,115,2,5,32,96,0,8,10,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1
224,3,578,1,5,128,115,2,5,32,96,0,8,7,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1
225,3,37,5,1,152,34,0,1,21,63,0,8,34,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
226,3,247,1,7,51,114,0,1,17,49,0,8,24,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0
227,2,442,1,1,136,113,2,6,5,13,0,8,10,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
228,3,651,7,5,128,113,0,0,3,11,0,8,11,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,1,0
231,2,429,7,7,36,93,2,0,7,19,0,9,20,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
232,3,430,1,5,48,26,3,2,27,81,0,9,10,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0
233,3,498,7,5,17,42,0,4,9,29,0,9,17,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
234,3,62,1,7,145,14,0,4,34,102,0,9,31,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1
237,3,83,1,7,147,83,0,4,9,27,0,9,31,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1
238,3,406,7,5,137,42,0,2,23,69,0,9,13,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1
239,3,398,7,7,17,44,0,5,32,96,0,9,18,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
240,3,442,1,2,90,70,2,6,19,55,0,10,10,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
241,3,442,1,2,90,70,2,6,19,55,0,10,10,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
242,3,442,1,2,90,70,2,6,19,55,0,10,10,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
243,1,597,7,0,27,22,2,2,27,81,0,10,3,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0
246,3,582,7,7,33,25,0,2,27,83,0,10,4,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
247,2,290,7,5,47,44,0,1,31,95,0,10,21,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1
248,3,186,7,1,35,93,0,0,7,21,0,10,24,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1
249,3,26,7,0,139,14,0,1,1,3,0,10,31,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
252,3,377,2,7,156,114,2,0,7,19,0,10,31,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
254,3,488,2,1,139,47,0,2,27,81,0,10,28,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0
256,3,164,1,5,27,24,2,2,23,71,0,11,23,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
258,3,708,7,5,136,83,2,4,9,27,0,11,7,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1
259,3,498,7,5,147,93,0,4,34,100,0,11,17,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1
260,3,430,1,1,90,70,2,6,14,46,0,11,10,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
261,3,688,7,5,48,83,0,2,29,89,0,11,2,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0
262,3,688,7,5,17,14,0,2,23,67,0,11,2,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1
263,3,688,7,5,17,14,0,2,23,67,0,11,2,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0
264,3,688,7,5,17,14,0,2,23,67,0,11,2,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1
265,3,258,2,7,136,93,2,6,19,59,0,11,18,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
266,3,258,2,7,136,93,2,6,19,57,0,11,18,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
270,3,430,1,1,46,42,3,2,29,85,0,11,10,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
271,3,430,1,1,46,42,3,2,29,85,0,11,10,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
272,3,344,2,5,28,116,0,5,32,96,0,11,22,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0
273,3,344,2,5,28,116,0,5,32,96,0,11,22,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0
275,3,442,1,7,136,73,2,6,5,13,0,11,10,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
276,3,442,1,7,136,73,2,6,5,13,0,12,10,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1
277,3,498,7,5,47,42,0,4,9,25,0,12,17,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1
278,3,488,2,7,48,114,0,2,27,79,0,12,28,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0
279,3,603,7,5,27,24,2,0,7,23,0,12,7,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0
280,3,442,1,7,130,114,0,6,5,17,0,12,10,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
281,3,583,7,7,55,42,0,0,7,21,0,12,3,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
282,3,464,7,4,17,14,3,1,1,1,0,12,9,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1
283,3,464,7,4,17,14,3,1,1,1,0,12,9,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1
284,2,71,1,5,135,83,0,4,34,102,0,12,36,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1
322,3,247,1,7,135,93,0,1,17,53,1,1,25,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
354,3,581,7,7,137,98,0,1,31,93,1,1,10,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
389,3,442,1,7,136,83,2,6,5,15,1,1,11,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
405,2,498,7,5,20,42,0,4,9,25,1,1,18,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1
406,3,400,7,5,135,113,0,1,21,63,1,1,16,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1
407,3,400,7,5,135,113,0,1,21,63,1,1,16,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
408,3,498,7,5,139,12,0,4,9,25,1,1,18,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1
409,3,651,7,5,111,42,3,0,7,23,1,1,12,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1
410,3,430,1,2,127,99,0,2,27,81,1,1,11,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
411,3,12,7,1,48,191,3,6,19,59,1,1,34,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1
412,3,442,1,7,123,176,0,6,5,17,1,1,11,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
413,3,442,1,2,123,176,0,6,5,17,1,1,11,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
414,3,664,7,2,48,42,0,2,27,79,1,1,7,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
416,3,429,7,7,137,98,0,0,7,23,1,1,21,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
417,3,733,7,5,135,94,2,1,1,5,1,2,7,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0
418,3,750,1,1,128,183,0,4,34,98,1,2,19,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
419,3,170,7,3,48,83,0,1,13,41,1,2,33,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
420,3,26,7,7,147,82,0,1,1,1,1,2,32,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0
421,3,26,7,7,147,82,0,1,1,1,1,2,32,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0
422,3,286,7,7,47,42,0,1,17,51,1,2,14,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
423,3,565,7,5,146,105,2,6,15,45,1,2,10,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0
424,3,728,7,5,137,95,0,0,7,23,1,2,10,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1
425,3,728,7,5,137,95,0,0,7,23,1,2,10,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1
426,3,608,3,1,136,113,2,6,15,47,2,2,9,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
427,3,158,0,5,108,114,0,4,34,100,1,2,35,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0
430,3,442,1,1,48,34,0,6,5,13,1,2,11,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
431,3,376,7,5,135,94,0,1,21,65,1,2,10,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1
432,3,376,7,5,135,94,0,1,21,65,1,2,10,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1
433,3,376,7,5,135,94,0,1,21,65,1,2,10,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1
434,2,498,7,5,127,99,0,4,34,102,1,2,18,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1
435,3,430,1,5,137,93,0,2,27,83,1,3,11,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1
436,2,442,1,5,33,98,3,6,19,57,1,3,11,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1
437,3,442,1,5,33,98,3,6,19,57,1,3,11,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
438,3,582,7,1,146,113,2,2,27,81,1,3,5,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
439,3,564,7,1,48,12,3,6,15,47,1,3,19,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1
440,2,158,0,5,15,47,3,4,34,100,1,3,35,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0
441,3,258,2,7,127,99,2,6,19,55,1,3,19,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
442,3,620,0,1,162,115,3,0,11,33,1,3,11,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1
443,1,442,1,2,137,115,0,6,19,55,1,3,11,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0
444,3,742,7,5,135,83,2,0,7,21,1,3,11,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1
445,3,742,7,5,135,83,2,0,7,21,1,3,11,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1
446,3,608,3,7,137,98,2,6,15,47,1,4,8,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
447,3,376,7,5,90,67,0,1,21,65,1,4,10,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1
448,3,376,7,5,90,67,0,1,21,65,1,4,10,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1
449,3,376,7,5,90,67,0,1,21,65,1,4,10,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1
450,3,430,1,5,12,8,2,2,27,81,1,4,11,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
451,3,743,7,4,35,93,0,2,27,79,1,4,12,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1
452,3,743,7,4,35,93,0,2,27,79,1,4,12,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1
453,3,496,7,1,55,114,3,2,27,81,1,4,12,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
454,3,164,1,5,128,115,2,0,11,33,1,4,24,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,1,1,0
455,3,164,1,1,128,115,2,0,11,33,1,4,24,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
456,3,164,1,1,128,115,2,0,11,33,1,4,24,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0
457,3,743,7,1,36,27,3,1,31,91,1,4,12,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
458,2,743,7,1,55,38,0,1,31,93,1,4,12,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1
459,3,743,7,7,55,38,0,1,31,93,1,4,12,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
460,3,430,1,1,55,14,3,2,27,81,1,4,11,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
461,3,249,2,5,146,94,2,2,23,71,1,4,24,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
462,3,442,1,1,17,14,0,6,5,13,1,5,11,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
463,2,746,7,5,135,93,2,2,23,67,1,5,4,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1
464,3,737,7,7,147,93,0,4,34,98,1,5,12,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
465,3,737,7,7,147,93,0,4,34,98,1,5,12,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
466,3,402,7,7,127,99,0,1,13,37,1,5,22,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
467,3,667,7,5,150,42,0,1,17,49,1,5,4,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1
468,3,567,7,1,17,14,3,2,29,87,1,5,8,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0
469,3,567,7,1,17,14,3,2,29,87,1,5,8,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0
470,3,567,7,1,17,14,3,2,29,87,1,5,8,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0
471,3,249,2,7,137,114,2,6,15,45,1,5,24,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0
472,3,737,7,1,33,93,0,4,34,100,1,5,12,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
473,3,737,7,1,33,93,0,4,34,100,1,5,12,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
474,3,746,7,5,136,93,2,2,23,67,1,5,4,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1
