,weapon_type,officer_id,officer_race,subject_perceived_race,initial_call_type,final_call_type,call_type,precinct,sector,beat,incident_year,incident_month,officer_age,12am_6am,7am_12pm,1pm_6pm,7pm_11pm,officer_gender__M,subject_perceived_gender__M,subject_perceived_gender__Unable to Determine,arrest_flag__Y,frisk_flag__Y,dif_race__Y,dif_gender__Y,repeat_offenders__Y,subject_age_group__1_17,subject_age_group__26_35,subject_age_group__36_45,subject_age_group__46_55,subject_age_group__56_up,subject_age_group__Unknown,field_contact__y,offense_report__y
26251,5,827,7,1,59,42,0,6,4,12,5,3,10,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0
26252,5,765,7,1,136,115,2,6,18,58,4,12,11,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0
26253,5,1015,7,5,33,93,2,0,10,32,4,12,14,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1
26254,5,482,7,5,137,99,2,6,18,56,4,12,13,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
26255,5,573,7,7,146,105,2,2,22,66,4,12,27,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
26256,5,669,7,7,17,44,0,6,14,42,4,12,12,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1
26257,1,940,7,1,16,10,0,0,6,22,4,12,3,1,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0
26258,5,940,7,1,16,10,0,0,6,22,4,12,3,1,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0
26259,2,928,7,7,162,12,0,0,6,18,5,6,26,0,0,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0
26260,5,685,7,7,33,28,3,6,4,16,5,1,23,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1
26261,5,714,3,7,27,24,2,1,0,0,5,4,15,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0
26262,5,770,7,7,137,98,0,1,30,90,4,12,7,1,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0
26263,5,979,7,7,36,80,0,2,26,80,4,12,7,0,1,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0
26264,5,1000,7,7,137,93,0,6,24,76,4,12,3,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
26265,5,999,7,5,15,47,0,0,6,22,5,1,8,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0
26266,5,999,7,0,15,47,0,0,6,22,5,1,8,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
26267,5,1012,3,7,111,169,0,0,6,18,5,1,6,0,1,0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0
26268,5,1011,3,7,139,115,0,6,18,54,5,1,13,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0
26269,5,858,7,7,14,47,3,1,12,36,5,1,13,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
26270,5,1038,7,0,17,42,0,1,30,92,5,2,2,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1
26271,5,998,7,1,55,14,0,6,14,44,5,1,9,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0
26272,5,874,0,7,135,83,0,6,14,44,5,1,11,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1
26273,5,842,7,1,17,47,0,6,14,46,5,5,8,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
26274,5,1002,7,7,37,83,0,0,6,18,5,1,10,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
26275,5,1002,7,7,37,83,0,0,6,18,5,1,10,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
26276,5,400,7,4,90,70,2,1,20,64,5,1,20,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
26277,5,647,7,1,95,94,3,1,0,0,5,3,21,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1
26278,5,1006,7,7,136,93,2,6,14,44,5,2,3,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
26279,5,532,7,0,48,44,0,6,4,14,5,1,10,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1
26280,5,532,7,0,48,44,0,6,4,14,5,1,10,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1
26281,5,861,7,7,156,18,2,6,18,58,5,3,8,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
26282,5,994,1,1,139,114,0,0,6,20,5,1,11,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
26283,5,357,7,7,6,183,1,2,22,70,5,1,18,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1
26284,5,1047,7,7,50,20,0,1,30,94,5,3,12,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
26285,5,959,0,7,137,98,0,0,10,30,5,4,9,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
26286,5,197,7,7,135,93,0,2,26,80,5,1,26,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
26287,5,997,3,7,125,90,0,6,24,76,5,5,10,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
26288,5,907,6,1,147,83,0,1,30,90,5,4,14,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1
26289,5,260,7,7,116,83,0,2,22,68,5,3,35,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
26290,5,811,7,5,51,113,0,6,4,16,5,1,10,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
26291,5,998,7,1,135,104,2,6,14,46,5,1,9,0,1,0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0
26292,5,692,7,1,47,42,3,3,33,101,5,3,32,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
26293,5,1043,7,7,37,8,2,6,18,58,5,1,10,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0
26294,5,1006,7,7,136,83,2,6,18,54,5,4,3,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0
26295,5,1029,7,7,147,83,2,6,18,54,5,5,6,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1
26296,5,1040,7,1,17,47,0,3,8,24,5,1,18,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0
26297,5,545,6,1,122,88,0,3,8,24,5,2,17,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
26298,5,897,7,1,20,83,0,6,14,44,5,1,11,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
26299,5,574,3,5,116,82,0,1,30,90,5,1,12,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
26300,5,1015,7,5,123,88,0,0,6,18,5,2,15,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
26301,5,811,7,7,56,42,0,6,18,54,5,4,10,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
26302,5,1047,7,5,46,44,0,6,4,16,5,1,12,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1
26303,5,990,7,1,161,42,0,1,30,90,5,1,4,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
26304,5,823,7,5,157,93,2,6,18,58,5,1,5,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
26305,1,902,3,1,55,38,0,1,16,48,5,1,7,0,0,0,1,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1
26306,5,92,1,5,48,42,0,2,28,88,5,1,34,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1
26307,5,1049,7,5,135,93,2,5,32,96,5,1,13,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0
26308,5,529,7,1,146,104,2,5,32,96,5,1,22,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
26309,5,1026,7,7,37,8,0,1,16,52,5,2,9,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0
26310,5,941,7,5,135,114,0,3,8,26,5,1,15,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
26311,5,1007,7,7,136,93,2,6,18,58,5,2,6,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0
26312,5,944,7,7,137,95,0,6,18,58,5,3,10,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
26313,5,377,2,7,127,99,2,5,32,96,5,5,36,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
26314,5,959,0,7,137,98,0,0,10,30,5,4,9,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
26315,5,857,7,7,48,42,3,0,6,20,5,3,13,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
26317,2,1006,7,7,36,28,3,6,24,76,5,1,3,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0
26318,5,1043,7,5,136,83,2,6,18,58,5,1,10,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
26319,5,400,7,7,127,83,3,1,20,62,5,2,20,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1
26320,5,608,3,0,149,113,2,2,26,78,5,1,12,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1
26321,5,203,5,5,149,113,2,5,32,96,5,1,26,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0
26323,5,867,7,1,48,42,0,6,14,42,5,2,13,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1
26324,5,858,7,1,127,99,0,1,0,0,5,1,13,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1
26325,5,1043,7,7,135,83,2,6,18,56,5,1,10,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
26326,5,1007,7,7,136,70,2,6,4,12,5,1,6,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0
26327,5,1006,7,7,136,83,2,6,18,54,5,2,3,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
26328,5,1020,1,5,136,81,2,6,18,58,5,4,8,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
26329,5,644,7,5,20,12,3,6,14,42,5,1,30,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
26330,5,1021,7,0,135,22,0,6,24,76,5,3,3,0,0,0,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0
26331,5,1051,7,1,88,106,0,6,14,42,5,1,3,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
26332,5,689,3,1,48,42,2,6,18,58,5,1,14,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
26333,5,834,0,7,139,12,0,6,24,72,5,1,13,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
26334,5,87,4,1,161,115,0,6,18,56,5,1,28,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
26335,5,560,7,7,122,14,0,5,32,96,5,1,20,1,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0
26336,5,885,7,1,123,87,0,2,22,66,5,6,11,0,0,0,1,1,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0
26337,5,515,4,1,147,93,0,2,28,84,5,1,21,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
26339,5,839,7,7,85,104,0,1,0,2,5,2,9,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0
26340,5,264,7,7,136,53,2,6,18,56,5,3,21,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
26341,5,1029,7,7,6,25,3,3,8,28,5,2,6,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
26342,5,861,7,7,135,94,2,6,14,46,5,4,8,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
26343,5,682,3,7,136,94,2,6,4,14,5,4,6,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
26344,5,1070,0,7,27,22,2,2,26,80,5,6,3,0,1,0,0,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0
26345,5,993,7,7,135,83,0,6,4,12,5,2,2,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
26346,5,1007,7,7,136,83,2,6,4,12,5,3,6,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0
26347,5,1075,3,7,48,42,0,6,4,12,5,4,11,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
26348,5,1022,7,7,136,83,2,6,18,54,5,5,2,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
26349,5,400,7,7,136,113,2,1,12,40,5,2,20,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
26350,5,400,7,7,136,70,2,1,20,64,5,4,20,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
26351,5,1012,3,1,37,116,0,0,10,30,5,5,6,0,1,0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0
26352,5,311,7,1,48,83,0,1,30,94,5,6,29,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1
26353,5,641,7,5,147,83,2,6,4,14,5,3,14,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
26354,5,658,3,1,14,47,0,0,10,46,5,2,11,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
26355,5,87,4,1,55,14,0,6,18,58,5,2,28,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
26356,5,1007,7,5,14,47,0,6,24,72,5,3,6,1,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0
26357,5,1042,7,7,162,104,0,6,18,54,5,2,5,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0
26358,2,976,2,7,123,87,0,6,18,58,5,3,12,1,0,0,0,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0
26359,5,764,7,1,52,14,3,6,24,72,5,2,13,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1
26360,5,1022,7,7,110,75,2,0,6,22,5,3,2,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
26361,5,981,7,7,136,83,2,6,14,46,5,2,7,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
26363,5,1006,7,1,136,83,2,6,18,58,5,3,3,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0
26364,5,174,7,7,136,93,2,6,18,58,5,2,29,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
26365,5,978,7,1,55,14,0,2,28,88,5,8,4,0,0,1,0,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0
26366,5,641,7,7,136,83,2,6,18,58,5,4,14,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
26367,5,353,7,7,111,98,0,6,18,56,5,2,23,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
26368,5,1029,7,0,147,83,2,6,18,58,5,5,6,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
26369,5,1007,7,7,136,83,2,6,24,76,5,2,6,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0
26370,5,1042,7,7,84,106,0,6,24,76,5,2,5,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
26371,5,644,7,1,48,44,2,6,14,44,5,2,30,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1
26372,5,1025,7,7,34,80,0,6,18,58,5,4,4,1,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0
26373,5,1063,7,7,111,25,0,0,6,18,5,4,12,0,0,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0
26374,5,795,7,7,135,71,2,0,6,20,5,5,13,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
26375,5,1048,7,5,20,42,0,0,6,20,5,2,15,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0
26376,5,975,0,7,135,34,0,2,26,80,5,2,3,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1
26377,5,632,7,1,84,24,0,6,24,74,5,2,18,0,0,0,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0
26378,5,678,2,7,135,22,0,5,32,96,5,3,9,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
26379,5,105,7,1,147,14,0,6,18,56,5,2,30,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1
26380,5,857,7,7,90,94,0,0,6,20,5,2,13,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
26381,5,1030,2,5,6,25,1,1,16,52,5,2,4,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0
26382,5,457,7,7,35,26,0,0,2,8,5,2,36,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
26383,5,860,0,5,55,14,0,3,33,99,5,2,7,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
26384,5,998,7,5,55,44,0,6,4,12,5,2,9,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1
26385,5,976,2,5,55,44,0,6,4,14,5,2,12,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
26386,5,152,7,5,135,94,3,3,33,101,5,2,31,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0
26387,5,194,7,7,55,42,0,1,20,64,5,7,28,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1
26388,5,923,7,7,135,98,0,6,4,16,5,4,4,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
26389,5,997,3,1,162,115,2,5,32,96,5,2,10,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
26390,5,661,7,5,48,93,2,0,6,20,5,2,9,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
26391,5,573,7,7,135,94,2,2,22,68,5,2,28,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0
26392,2,647,7,7,124,93,3,1,20,62,5,3,21,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0
26393,5,1007,7,1,110,83,2,6,4,14,5,3,6,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0
26394,5,905,7,1,162,93,0,6,14,46,5,3,5,0,0,0,1,1,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0
26395,0,549,7,7,136,93,2,6,14,46,5,7,15,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0
26396,5,1032,7,7,136,83,2,6,14,46,5,3,9,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
26397,4,327,7,7,137,99,2,1,20,62,5,5,31,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1
26398,5,220,7,7,90,70,0,5,32,96,5,3,38,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0
26399,5,981,7,7,147,83,3,6,14,46,5,6,7,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
26400,5,430,1,7,111,80,0,5,32,96,5,4,15,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
26401,5,1092,7,7,35,26,0,6,24,72,5,5,21,0,0,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0
26402,5,1024,7,1,50,104,2,1,16,50,5,3,8,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
26403,5,682,3,7,47,48,0,6,4,12,5,3,6,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1
26404,5,780,7,1,27,24,2,2,26,80,5,3,6,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0
26405,5,857,7,4,48,44,0,0,6,20,5,5,13,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1
26406,5,823,7,7,162,42,0,6,18,58,5,3,5,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1
26407,2,586,7,0,149,95,2,5,32,96,5,3,11,1,0,0,0,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0
26408,5,812,2,7,132,12,0,0,10,32,5,3,12,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
26409,5,402,7,7,137,95,0,1,12,36,5,4,26,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1
26410,5,1017,2,7,6,28,1,0,6,18,5,7,7,0,0,1,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0
26411,5,1024,7,1,86,104,0,1,16,50,5,3,8,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
26412,5,997,3,7,127,99,0,6,18,56,5,3,10,0,1,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0
26413,5,1012,3,0,17,14,0,0,6,20,5,3,6,0,0,1,0,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0
26414,5,848,7,1,135,94,0,0,6,22,5,4,23,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0
26415,5,915,7,0,33,93,0,1,30,90,5,3,8,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0
26416,5,1088,7,7,147,83,0,0,6,22,5,6,5,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
26418,5,685,7,7,35,26,0,6,24,72,5,3,23,1,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0
26419,5,472,7,5,116,83,0,2,26,80,5,4,13,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1
26420,5,754,7,7,127,99,0,5,32,96,5,3,16,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
26421,5,905,7,7,147,83,3,6,24,76,5,3,5,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
26422,5,1011,3,7,136,93,2,6,14,44,5,3,13,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0
26423,5,544,7,7,143,104,0,6,14,42,5,3,15,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0
26424,5,790,7,7,35,27,0,5,32,96,5,3,5,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0
26425,2,1015,7,1,55,14,2,0,6,20,5,3,15,1,0,0,0,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0
26426,5,444,7,7,21,18,3,5,32,96,5,3,13,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0
26427,5,1030,2,7,135,82,0,1,16,48,5,3,4,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0
26428,5,685,7,5,135,70,3,6,4,14,5,4,23,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
26429,5,602,7,7,135,83,2,6,4,16,5,3,10,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
26430,5,1022,7,5,136,83,2,6,18,54,5,3,2,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
26432,5,779,7,7,27,94,2,3,8,24,5,3,15,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0
26433,5,860,0,7,136,93,2,3,8,26,5,3,7,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
26434,5,1052,0,5,136,94,2,6,14,46,5,3,3,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
26435,5,687,2,1,90,70,2,6,18,58,5,3,12,0,0,0,1,1,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0
26436,5,987,7,7,136,93,2,6,14,46,5,3,7,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
26437,5,537,7,7,136,93,2,6,14,46,5,3,8,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
26438,5,368,7,7,27,23,2,1,20,64,5,5,21,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0
26439,5,1033,7,7,51,113,0,1,16,48,5,5,5,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0
26441,5,1076,7,7,17,44,0,2,26,80,5,3,7,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1
26442,5,1030,2,7,52,104,0,5,32,96,5,6,4,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0
26443,5,57,1,7,12,8,0,1,16,48,5,4,32,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
26444,5,993,7,7,17,14,0,6,4,12,5,8,2,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0
26445,5,1038,7,1,78,64,2,6,18,58,5,4,2,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
26446,5,658,3,7,137,80,0,0,10,34,5,4,11,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0
26447,5,849,7,7,127,99,0,6,24,76,5,4,8,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0
26448,5,1006,7,7,34,25,3,6,18,58,5,4,3,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0
26449,5,1006,7,7,136,83,2,6,18,58,5,4,3,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
26450,5,1042,7,7,135,93,0,6,4,14,5,4,5,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
26452,5,863,7,7,90,93,0,0,6,20,5,4,11,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0
26453,5,565,7,7,34,25,0,6,18,56,5,4,14,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
26454,5,828,7,5,137,98,0,6,4,14,5,4,7,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
26455,5,1046,7,5,135,93,3,6,14,42,5,4,6,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
26457,5,1006,7,7,136,83,2,6,18,58,5,4,3,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
